CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE
0000157679;0000028028;SUBREGION;Юхновский район;;;;249910;;
0000157818;0000157679;CITY;Юхнов;;;20209;249910;;
0000157878;0000157679;CITY;Юхнов-1;;;;249910;;
0000157881;0000157679;CITY;Юхнов-2;;;;249910;;
0000158120;0000028028;SUBREGION;Хвастовичский район;;;;;;
0000158363;0000028028;SUBREGION;Ферзиковский район;;;;249800;;
0000028029;0000028024;REGION;Костромская область;;;10699;;;
0000158725;0000028029;SUBREGION;Костромской район;;;;;;
0000159128;0000158725;CITY;Кострома;;;7;;;
0000160154;0000028029;CITY;Волгореченск;;;10701;156901;;
0000160195;0000028029;SUBREGION;Антроповский район;;;;;;
0000160471;0000028029;SUBREGION;Буйский район;;;;;;
0000160825;0000160471;CITY;Буй;;;10700;;;
0000161138;0000028029;SUBREGION;Галичский район;;;;;;
0000161187;0000161138;CITY;Галич;;;10703;;;
0000161755;0000028029;SUBREGION;Вохомский район;;;;157760;;
0000162111;0000028029;SUBREGION;Кадыйский район;;;;157980;;
0000162378;0000028029;SUBREGION;Мантуровский район;;;;;;
0000162509;0000162378;CITY;Мантурово;;;20217;;;
0000162725;0000028029;SUBREGION;Красносельский район;;;;157940;;
0000163138;0000028029;SUBREGION;Макарьевский район;;;;;;
0000163156;0000163138;CITY;Макарьев;;;20216;;;
0000163470;0000028029;SUBREGION;Кологривский район;;;;;;
0000163471;0000163470;CITY;Кологрив;;;20215;157440;;
0000163667;0000028029;SUBREGION;Межевской район;;;;;;
0000163807;0000028029;SUBREGION;Нерехтский район;;;;;;
0000164163;0000163807;CITY;Нерехта;;;10702;;;
0000164347;0000028029;SUBREGION;Нейский район;;;;157331;;
0000164348;0000164347;CITY;Нея;;;20621;;;
0000164667;0000028029;SUBREGION;Островский район;;;;;;
0000164962;0000028029;SUBREGION;Октябрьский район;;;;157780;;
0000165162;0000028029;SUBREGION;Павинский район;;;;;;
0000165348;0000028029;SUBREGION;Солигаличский район;;;;157170;;
0000165366;0000165348;CITY;Солигалич;;;20218;157170;;
0000165635;0000028029;SUBREGION;Пыщугский район;;;;;;
0000165775;0000028029;SUBREGION;Парфеньевский район;;;;;;
0000165975;0000028029;SUBREGION;Поназыревский район;;;;157580;;
0000166170;0000028029;SUBREGION;Судиславский район;;;;157860;;
0000166576;0000028029;SUBREGION;Чухломский район;;;;;;
0000166806;0000166576;CITY;Чухлома;;;20219;157130;;
0000167046;0000028029;SUBREGION;Сусанинский район;;;;;;
0000167389;0000028029;SUBREGION;Шарьинский район;;;;;;
0000167517;0000167389;CITY;Шарья;;;10704;;;
0000028030;0000028024;REGION;Курская область;;;10705;;;
0000168097;0000028030;CITY;Курск;;;8;;;
0000169058;0000028030;SUBREGION;Большесолдатский район;;;;;;
0000169303;0000028030;SUBREGION;Беловский район;;;;;;
0000169627;0000028030;CITY;Курчатов;;;20707;;;
0000169656;0000028030;CITY;Железногорск;;;10710;;;
0000169819;0000028030;CITY;Льгов;;;20637;;;
0000169971;0000028030;CITY;Щигры;;;20710;;;
0000170068;0000028030;SUBREGION;Дмитриевский район;;;;307500;;
0000170212;0000170068;CITY;Дмитриев;;;10706;;;
0000170292;0000028030;SUBREGION;Глушковский район;;;;;;
0000170547;0000028030;SUBREGION;Горшеченский район;;;;;;
0000170990;0000028030;SUBREGION;Золотухинский район;;;;;;
0000171295;0000028030;SUBREGION;Железногорский район;;;;307170;;
0000171594;0000028030;SUBREGION;Касторенский район;;;;;;
0000171954;0000028030;SUBREGION;Конышевский район;;;;307620;;
0000172100;0000028030;SUBREGION;Льговский район;;;;307750;;
0000172330;0000028030;SUBREGION;Кореневский район;;;;;;
0000172523;0000028030;SUBREGION;Курчатовский район;;;;307250;;
0000172721;0000028030;SUBREGION;Обоянский район;;;;;;
0000173011;0000172721;CITY;Обоянь;;;10709;306230;;
0000173300;0000028030;SUBREGION;Мантуровский район;;;;;;
0000173553;0000028030;SUBREGION;Медвенский район;;;;;;
0000173798;0000028030;SUBREGION;Октябрьский район;;;;;;
0000174021;0000028030;SUBREGION;Поныровский район;;;;;;
0000174222;0000028030;SUBREGION;Рыльский район;;;;;;
0000174247;0000174222;CITY;Рыльск;;;10707;;;
0000174542;0000028030;SUBREGION;Пристенский район;;;;;;
0000174964;0000028030;SUBREGION;Солнцевский район;;;;;;
0000175372;0000028030;SUBREGION;Советский район;;;;306600;;
0000175592;0000028030;SUBREGION;Тимский район;;;;;;
0000175864;0000028030;SUBREGION;Суджанский район;;;;;;
0000175875;0000175864;CITY;Суджа;;;10708;307800;;
0000176248;0000028030;SUBREGION;Фатежский район;;;;;;
0000176331;0000176248;CITY;Фатеж;;;10711;307100;;
0000176530;0000028030;SUBREGION;Курский район;;;;;;
0000177024;0000028030;SUBREGION;Хомутовский район;;;;307540;;
0000177233;0000028030;SUBREGION;Черемисиновский район;;;;306440;;
0000177385;0000028030;SUBREGION;Щигровский район;;;;306530;;
0000028031;0000028024;REGION;Липецкая область;;;10712;;;
0000177609;0000028031;CITY;Липецк;;;9;;;
0000178404;0000028031;SUBREGION;Воловский район;;;;;;
0000178675;0000028031;CITY;Елец;;;10713;;;
0000179055;0000028031;SUBREGION;Грязинский район;;;;;;
0000179056;0000179055;CITY;Грязи;;;20210;;;
0000179788;0000028031;SUBREGION;Данковский район;;;;;;
0000179891;0000179788;CITY;Данков;;;20211;;;
0000180332;0000028031;SUBREGION;Добровский район;;;;;;
0000180748;0000028031;SUBREGION;Добринский район;;;;;;
0000181237;0000028031;SUBREGION;Долгоруковский район;;;;;;
0000181619;0000028031;SUBREGION;Елецкий район;;;;;;
0000182160;0000028031;SUBREGION;Задонский район;;;;;;
0000182438;0000182160;CITY;Задонск;;;20212;;;
0000182732;0000028031;SUBREGION;Краснинский район;;;;;;
0000182960;0000028031;SUBREGION;Измалковский район;;;;;;
0000183339;0000028031;SUBREGION;Лебедянский район;;;;;;
0000183340;0000183339;CITY;Лебедянь;;;20213;;;
0000183847;0000028031;SUBREGION;Лев-Толстовский район;;;;;;
0000184124;0000028031;SUBREGION;Становлянский район;;;;;;
0000184586;0000028031;SUBREGION;Тербунский район;;;;;;
0000184973;0000028031;SUBREGION;Чаплыгинский район;;;;;;
0000185031;0000184973;CITY;Чаплыгин;;;10714;;;
0000185462;0000028031;SUBREGION;Усманский район;;;;;;
0000185581;0000185462;CITY;Усмань;;;20214;399373;;
0000186019;0000028031;SUBREGION;Хлевенский район;;;;;;
0000186387;0000028031;SUBREGION;Липецкий район;;;;;;
0000028032;0000028024;REGION;Орловская область;;;10772;;;
0000187229;0000028032;CITY;Орёл;;;10;;;
0000187992;0000028032;CITY;Мценск;;;10770;;;
0000188148;0000028032;CITY;Ливны;;;10769;;;
0000188347;0000028032;SUBREGION;Орловский район;;;;;;
0000189650;0000028032;SUBREGION;Болховский район;;;;;;
0000189651;0000189650;CITY;Болхов;;;10768;;;
0000190157;0000028032;SUBREGION;Верховский район;;;;;;
0000190529;0000028032;SUBREGION;Должанский район;;;;;;
0000190819;0000028032;SUBREGION;Глазуновский район;;;;;;
0000191106;0000028032;SUBREGION;Дмитровский район;;;;;;
0000191107;0000191106;CITY;Дмитровск;;;20593;303240;;
0000191273;0000028032;SUBREGION;Залегощенский район;;;;;;
0000191673;0000028032;SUBREGION;Колпнянский район;;;;;;
0000191896;0000028032;SUBREGION;Знаменский район;;;;;;
0000192170;0000028032;SUBREGION;Ливенский район;;;;;;
0000192859;0000028032;SUBREGION;Корсаковский район;;;;;;
0000192949;0000028032;SUBREGION;Краснозоренский район;;;;;;
0000193158;0000028032;SUBREGION;Кромской район;;;;;;
0000193361;0000028032;SUBREGION;Мценский район;;;;;;
0000193898;0000028032;SUBREGION;Малоархангельский район;;;;;;
0000193899;0000193898;CITY;Малоархангельск;;;34012;303370;;
0000194200;0000028032;SUBREGION;Новодеревеньковский район;;;;;;
0000194351;0000028032;SUBREGION;Новосильский район;;;;;;
0000194352;0000194351;CITY;Новосиль;;;10771;303500;;
0000194609;0000028032;SUBREGION;Покровский район;;;;;;
0000195156;0000028032;SUBREGION;Свердловский район;;;;;;
0000195612;0000028032;SUBREGION;Троснянский район;;;;;;
0000195767;0000028032;SUBREGION;Урицкий район;;;;;;
0000196211;0000028032;SUBREGION;Сосковский район;;;;;;
0000196365;0000028032;SUBREGION;Хотынецкий район;;;;;;
0000196598;0000028032;SUBREGION;Шаблыкинский район;;;;;;
0000028033;0000028024;REGION;Рязанская область;;;10776;390000;;
0000196823;0000028033;SUBREGION;Рязанский район;;;;;;
0000197740;0000028033;CITY;Рязань;;;11;;;
0000198552;0000028033;CITY;Сасово;;;10777;;;
0000198655;0000028033;CITY;Скопин;;;10778;;;
0000198812;0000028033;CITY;Касимов;;;10773;;;
0000198981;0000028033;SUBREGION;Ермишинский район;;;;;;
0000199248;0000028033;SUBREGION;Захаровский район;;;;;;
0000199439;0000028033;SUBREGION;Касимовский район;;;;;;
0000199916;0000028033;SUBREGION;Кадомский район;;;;;;
0000200152;0000028033;SUBREGION;Милославский район;;;;;;
0000200513;0000028033;SUBREGION;Кораблинский район;;;;;;
0000200805;0000200513;CITY;Кораблино;;;37146;;;
0000200853;0000028033;SUBREGION;Клепиковский район;;;;;;
0000201238;0000200853;CITY;Спас-Клепики;;;10779;391030;;
0000201298;0000028033;SUBREGION;Михайловский район;;;;;;
0000201619;0000201298;CITY;Михайлов;;;20631;;;
0000201753;0000028033;SUBREGION;Пителинский район;;;;391621;;
0000201943;0000028033;SUBREGION;Александро-Невский район;;;;391240;;
0000202151;0000028033;SUBREGION;Пронский район;;;;;;
0000202186;0000202151;CITY;Новомичуринск;;;20589;391160;;
0000202520;0000028033;SUBREGION;Рыбновский район;;;;;;
0000202522;0000202520;CITY;Рыбное;;;10774;;;
0000202936;0000028033;SUBREGION;Ряжский район;;;;;;
0000202987;0000202936;CITY;Ряжск;;;10775;;;
0000203228;0000028033;SUBREGION;Путятинский район;;;;391480;;
0000203449;0000028033;SUBREGION;Сасовский район;;;;391430;;
0000203948;0000028033;SUBREGION;Сараевский район;;;;;;
0000204269;0000028033;SUBREGION;Сапожковский район;;;;;;
0000204406;0000028033;SUBREGION;Скопинский район;;;;;;
0000204994;0000028033;SUBREGION;Спасский район;;;;;;
0000204995;0000204994;CITY;Спасск-Рязанский;;;20608;391050;;
0000205536;0000028033;SUBREGION;Старожиловский район;;;;;;
0000205794;0000028033;SUBREGION;Ухоловский район;;;;;;
0000206006;0000028033;SUBREGION;Шацкий район;;;;391550;;
0000206007;0000206006;CITY;Шацк;;;10780;391550;;
0000206512;0000028033;SUBREGION;Чучковский район;;;;391421;;
0000206762;0000028033;SUBREGION;Шиловский район;;;;;;
0000028034;0000028024;REGION;Смоленская область;;;10795;;;
0000207368;0000028034;CITY;Десногорск;;;10785;216400;;
0000207393;0000028034;CITY;Смоленск;;;12;;;
0000208236;0000028034;SUBREGION;Смоленский район;;;;;;
0000209510;0000028034;SUBREGION;Вяземский район;;;;;;
0000209608;0000209510;CITY;Вязьма;;;10782;;;
0000210410;0000028034;SUBREGION;Велижский район;;;;;;
0000210411;0000210410;CITY;Велиж;;;10781;;;
0000210680;0000028034;SUBREGION;Гагаринский район;;;;;;
0000210916;0000210680;CITY;Гагарин;;;10783;215010;;
0000211270;0000028034;SUBREGION;Глинковский район;;;;;;
0000211450;0000028034;SUBREGION;Демидовский район;;;;;;
0000211983;0000211450;CITY;Демидов;;;10784;216240;;
0000212229;0000028034;SUBREGION;Дорогобужский район;;;;;;
0000212231;0000212229;CITY;Дорогобуж;;;10786;;;
0000212488;0000028034;SUBREGION;Духовщинский район;;;;216200;;
0000212489;0000212488;CITY;Духовщина;;;10787;216200;;
0000212947;0000028034;SUBREGION;Ельнинский район;;;;;;
0000213032;0000212947;CITY;Ельня;;;10788;216330;;
0000213204;0000028034;SUBREGION;Краснинский район;;;;;;
0000213857;0000028034;SUBREGION;Ершичский район;;;;216580;;
0000214000;0000028034;SUBREGION;Кардымовский район;;;;215850;;
0000214421;0000028034;SUBREGION;Новодугинский район;;;;;;
0000214717;0000028034;SUBREGION;Починковский район;;;;216450;;
0000214972;0000214717;CITY;Починок;;;10791;216450;;
0000215095;0000028034;SUBREGION;Монастырщинский район;;;;216130;;
0000215370;0000028034;SUBREGION;Руднянский район;;;;;;
0000215561;0000215370;CITY;Рудня;;;10793;216790;;
0000215895;0000028034;SUBREGION;Рославльский район;;;;216500;;
0000215898;0000215895;CITY;Рославль;;;10792;;;
0000216830;0000028034;SUBREGION;Сычевский район;;;;;;
0000216959;0000216830;CITY;Сычевка;;;10796;215280;;
0000217039;0000028034;SUBREGION;Сафоновский район;;;;;;
0000217119;0000217039;CITY;Сафоново;;;10794;;;
0000217693;0000028034;SUBREGION;Хиславичский район;;;;;;
0000217915;0000028034;SUBREGION;Угранский район;;;;;;
